Sample_ID,SMILES_E1,SMILES_X1,SMILES_Y1,Ratio_X1,Ratio_Y1,Condition_Type,Condition_Val,Temp_K,Alpha,Rate_1_min
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,380.62711864406776,0.05045787180517153,0.018515455354032175
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,384.01694915254234,0.06469407631631552,0.023742181290281914
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,387.4067796610169,0.08246941430094068,0.030058533720088723
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,390.7966101694915,0.10444110770178677,0.035700203076969104
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,394.1864406779661,0.1312912537258721,0.04531781727418419
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,397.5762711864407,0.16367867682695242,0.05111021134924266
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,400.96610169491527,0.20216859386749222,0.06213861781407006
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,404.35593220338984,0.24713971666426496,0.07312740877599809
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,407.74576271186436,0.2986739836236059,0.08097772982985273
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,411.135593220339,0.3564423315236085,0.08746708062230946
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,414.52542372881356,0.41960948850771285,0.09386933596691736
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,417.91525423728814,0.48678843677290295,0.0997786246023577
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,421.3050847457627,0.5560759226678684,0.10334137486884933
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,424.6949152542373,0.6251892117932231,0.0975689990011373
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,428.08474576271186,0.6916997729724916,0.09442536077020519
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,431.47457627118644,0.753327335992286,0.08590917000441384
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,434.864406779661,0.8082306248494334,0.07657193892104562
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,438.2542372881356,0.8552235645932941,0.0635794998792082
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,441.64406779661016,0.8938650139521401,0.05142878499840849
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,445.03389830508473,0.9244094658882512,0.03864657445971431
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,448.4237288135593,0.9476479935090799,0.02929874101923844
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,451.8135593220339,0.9646949289307115,0.021679494309322235
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,455.2033898305085,0.9767782062945136,0.015417253699031604
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,458.59322033898303,0.9850745723119877,0.009593994778213434
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,461.9830508474576,0.9906067871940925,0.006849648968014836
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,465.37288135593224,0.9941993246567905,0.004368517910267229
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,468.7627118644068,0.9964774941307092,0.0026932230341726836
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,472.1525423728814,0.9978920758135673,0.00162994802532959
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,475.5423728813559,0.9987543895499268,0.0009677136400646006
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,478.93220338983053,0.9992717403315811,0.0006070231074747517
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,482.3220338983051,0.9995779453380831,0.00036209211177483516
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,485.7118644067797,0.9997571302929856,0.000209798621461972
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,489.10169491525426,0.9998610107006147,0.00011942014531199198
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,492.4915254237288,0.9999,8.806482217210694e-05
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,495.8813559322034,0.9999,9.438217791098417e-05
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,499.271186440678,0.9999,0.00010988352367423209
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,502.66101694915255,0.9999,0.0001255597769368287
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,506.0508474576271,0.9999,0.00013243109832231223
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,509.4406779661017,0.9999,0.00015570635084637263
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,512.8305084745763,0.9999,0.00017385917142362405
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,516.2203389830509,0.9999,0.00019517720760836303
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,519.6101694915254,0.9999,0.0002050952780125132
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,5.0,523.0,0.9999,0.00023150866029849105
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,323.0,0.001,0.0001729348215852226
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,326.3898305084746,0.0010687064739483413,0.0002245954653179691
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,329.77966101694915,0.0011598479713665908,0.0003245071319934055
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,333.1694915254237,0.0012804793976102721,0.0004017620600950904
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,336.5593220338983,0.0014398572331527793,0.0005437394238485544
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,339.9491525423729,0.0016501208506393746,0.0007043842392012653
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,343.33898305084745,0.0019271659058947028,0.000979220789279952
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,346.728813559322,0.0022917508775935967,0.0012781316220652893
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,350.1186440677966,0.002770883295074954,0.0016452183386489606
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,353.50847457627117,0.003399537619783631,0.0019766283863093047
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,356.89830508474574,0.004222763213659995,0.0027730207122668394
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,360.2881355932203,0.005298245936437897,0.0036866545400600975
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,363.6779661016949,0.00669938770008687,0.004841127476535366
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,367.06779661016947,0.008518963127493916,0.0059799681340504465
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,370.45762711864404,0.010873396344208332,0.00829938928536259
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,373.8474576271186,0.013907666366810189,0.00971975422180628
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,377.2372881355932,0.017800788622127032,0.012698987966999793
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,380.62711864406776,0.022771723476088062,0.016965299352734737
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,384.01694915254234,0.029085412991521085,0.02093456872701323
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,387.4067796610169,0.03705842741073313,0.027901175230761
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,390.7966101694915,0.04706340330726155,0.03310732214701176
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,394.1864406779661,0.05953105891775272,0.04010121585334929
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,397.5762711864407,0.07494809011487771,0.04977599696477209
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,400.96610169491527,0.09384872794862546,0.05943496171690104
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,404.35593220338984,0.1167972663401497,0.07138465350153543
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,407.74576271186436,0.14435864393165423,0.09031804688670647
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,411.135593220339,0.1770544813919489,0.10629473606131833
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,414.52542372881356,0.21530320860203922,0.1260283215679041
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,417.91525423728814,0.25934550007928614,0.13539063165945925
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,421.3050847457627,0.3091604316439653,0.16307020302169986
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,424.6949152542373,0.364383278087764,0.1687633074273514
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,428.08474576271186,0.4242416887702907,0.190952057199787
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,431.47457627118644,0.4875309507838062,0.18780321072944736
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,434.864406779661,0.5526482002086596,0.18871934656334538
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,438.2542372881356,0.617697406064872,0.19123264648697857
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,441.64406779661016,0.6806612008428494,0.18631126155372463
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,445.03389830508473,0.7396157027783137,0.16711373730731915
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,448.4237288135593,0.7929475577291574,0.14519118501762698
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,451.8135593220339,0.8395263371099844,0.12165391130266652
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,455.2033898305085,0.8787948989629235,0.10052770391620586
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,458.59322033898303,0.9107629171803112,0.08518266088483789
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,461.9830508474576,0.9359151398639214,0.06681617944576226
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,465.37288135593224,0.9550661220084797,0.04835300284115359
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,468.7627118644068,0.9692005663310514,0.03416638832318616
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,472.1525423728814,0.9793321191169835,0.02558976732805627
R000X100Y,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,OC(=O)CCCC(=O)O,OC(=O)c1cccc(C(=O)O)c1,0.0,1.0,Dyn,10.0,475.5423728813559,0.986400128248622,0.01650226572646509
